,species,identifier,primary,mutant,heterologous_expression,KC,KC_SD,vC,vC_SD,S,S_SD,KO,KO_SD,vO,vO_95CI_low,vO_95CI_high,vO_reported,vO_SD_reported,kon_C,kon_C_95CI_low,kon_C_95CI_high,kon_O,kon_O_95CI_low,kon_O_95CI_high,KRuBP,KRuBP_SD,temp_C,pH,isoform,taxonomy,note,short_ref,pmid_or_doi,citation
221,Flaveria bidentis,bidentis_perdomo,,,,19.5,1.2,3.42,0.14,80,0.3,,,,,,,,,,,,,,21.5,0.8,25,,1,C4 plants,,Perdomo 2015,25663529,"Perdomo JA, Cavanagh AP, Kubien DS, Galmes J. 2015. Temperature dependence of in vitro Rubisco kinetics in species of Flaveria with different photosynthetic mechanisms. Photosynthesis Research 124, 67–75."
222,Cylindrotheca fusiformis (CS-13),fusiformis_young,1,0,False,,,3.7,0.2,79,1,,,,,,,,,,,,,,,,25,8,1,Diatoms,,Young 2016,27129950,"Young, Jodi N., Ana M. C. Heureux, Robert E. Sharwood, Rosalind E. M. Rickaby, François M. M. Morel, and Spencer M. Whitney. 2016. “Large Variation in the Rubisco Kinetics of Diatoms Reveals Diversity among Their Carbon-Concentrating Mechanisms.” Journal of Experimental Botany 67 (11):3445–56."
223,Zea mays,mays_kane,1,0,False,,,,,78.6,1,,,,,,,,,,,,,,,,25,8.3,1,C4 plants,CO2/O2 gas mix added in presence of bovine CA,Kane 1994,https://doi.org/10.1071/PP9940453,"Kane et al., 1994, An Improved Method for Measuring the CO 2 /O 2 Specificity of Ribulosebisphosphate Carboxylase-Oxygenase Australian journal of plant physiology 21(4):449-465"
224,Flaveria trinervia,trinervia_perdomo,,,,18.4,0.8,3.28,0.2,78.3,1.6,,,,,,,,,,,,,,20.8,0.5,25,,1,C4 plants,,Perdomo 2015,25663529,"Perdomo JA, Cavanagh AP, Kubien DS, Galmes J. 2015. Temperature dependence of in vitro Rubisco kinetics in species of Flaveria with different photosynthetic mechanisms. Photosynthesis Research 124, 67–75."
225,Potulaca oleraca,oleraca_savir,0,0,,13.6,0.1,5.9,0.44,78,4,,,,,,,,,,,,,,,,25,,1,C4 plants,,Savir 2010 (meta-analysis),20142476,"Savir, Yonatan, Elad Noor, Ron Milo, and Tsvi Tlusty. 2010. “Cross-Species Analysis Traces Adaptation of Rubisco toward Optimality in a Low-Dimensional Landscape.” Proceedings of the National Academy of Sciences of the United States of America 107 (8):3475–80."
226,Potulaca oleraca,oleraca_jordan83,1,0,False,13.6,0.1,,,78,4,,,,,,,,,,,,,,,,25,8.3,1,C4 plants,Table 1,Jordan 1983,https://doi.org/10.1016/0003-9861(83)90472-1,"Jordan DB, Ogren WL (1983) Species variation in kinetic properties of ribulose 1,5-bisphosphate carboxylase/oxygenase. Arch Biochem Biophys 227:425–433."
227,Amaranthus hybridus,hybridus_table3exp1_jordan84,1,0,False,,,,,78,6,,,,,,,,,,,,,,,,25,8.2,1,C4 plants,Table 3,Jordan 1984,https://doi.org/10.1007/BF00398729,"Jordan DB, Ogren WL. 1984. The CO2/O2 specificity of ribulose 1,5-bisphosphate carboxylase/oxygenase. Dependence on ribulosebisphosphate concentration, pH and temperature. Planta 161, 308–313."
228,Plantago lanceolata L.,lanceolata_viil,1,0,False,,,,,77.3,12.9,,,,,,,,,,,,,,,,25,,1,C3 plants,Plantain. See text for leaf temp at measurement. Roughly 25 C.,Viil 2012,https://doi.org/10.1007/s11099-012-0026-6,"J. Viil and H. Ivanova, Specificity factor of Rubisco: estimation in intact leaves by carboxylation at different CO2/O2 ratios, Photosynthetica, June 2012, Volume 50, Issue 2, pp 247–251"
229,Spinacia oleracea,oleracea_read,1,0,,,,,,77.2,1.4,,,,,,,,,,,,,,,,25,8,1,C3 plants,,Read 1994,8031129,"Read, B. A., and Tabita, F. R. (1994). High substrate specificity factor ribulose bisphosphate carboxylase/oxygenase from eukaryotic marine algae and properties of recombinant cyanobacterial RubiSCO containing “algal” residue modifications. Arch. Biochem. Biophys. 312, 210–218."
230,Helianthus maximus,maximus_jordan83,1,0,False,10,0.4,,,77,3,,,,,,,,,,,,,,,,25,8.3,1,C3 plants,Table 1,Jordan 1983,https://doi.org/10.1016/0003-9861(83)90472-1,"Jordan DB, Ogren WL (1983) Species variation in kinetic properties of ribulose 1,5-bisphosphate carboxylase/oxygenase. Arch Biochem Biophys 227:425–433."
231,Petroselinum cripsum,cripsum_jordan83,1,0,False,11.6,0.5,,,77,2,,,,,,,,,,,,,,,,25,8.3,1,C3 plants,Table 1,Jordan 1983,https://doi.org/10.1016/0003-9861(83)90472-1,"Jordan DB, Ogren WL (1983) Species variation in kinetic properties of ribulose 1,5-bisphosphate carboxylase/oxygenase. Arch Biochem Biophys 227:425–433."
232,Medicago sativa,sativa_jordan83,1,0,False,15.7,0.2,,,77,3,,,,,,,,,,,,,,,,25,8.3,1,C3 plants,Table 1,Jordan 1983,https://doi.org/10.1016/0003-9861(83)90472-1,"Jordan DB, Ogren WL (1983) Species variation in kinetic properties of ribulose 1,5-bisphosphate carboxylase/oxygenase. Arch Biochem Biophys 227:425–433."
233,Panicum miliodes,miliodes_jordan83,1,0,False,10.4,0.8,,,76,3,,,,,,,,,,,,,,,,25,8.3,1,C3-C4 plants,Table 1,Jordan 1983,https://doi.org/10.1016/0003-9861(83)90472-1,"Jordan DB, Ogren WL (1983) Species variation in kinetic properties of ribulose 1,5-bisphosphate carboxylase/oxygenase. Arch Biochem Biophys 227:425–433."
234,Panicum antidotale,antidotale_sharwood,1,0,False,,,3.9,0.2,74.5,0.4,,,,,,,,,,,,,,,,25,8.16,1,C4 plants,"Assuming pH reported there for 25 C. Uses 2 pKa model, not clear if correction should apply. ",Sharwood 2016,27892943,"Sharwood, R. E., Ghannoum, O., Kapralov, M. V., Gunn, L. H., and Whitney, S. M. (2016). Temperature responses of Rubisco from Paniceae grasses provide opportunities for improving C3 photosynthesis. Nat Plants 2, 16186."
235,Nicotiana glauca Grah.,glauca_viil,1,0,False,,,,,73.7,16,,,,,,,,,,,,,,,,25,,1,C3 plants,Tobacco. See text for leaf temp at measurement. Roughly 25 C.,Viil 2012,https://doi.org/10.1007/s11099-012-0026-6,"J. Viil and H. Ivanova, Specificity factor of Rubisco: estimation in intact leaves by carboxylation at different CO2/O2 ratios, Photosynthetica, June 2012, Volume 50, Issue 2, pp 247–252"
236,Helianthus annuus L.,annuus_viil,1,0,False,,,,,73.6,18.3,,,,,,,,,,,,,,,,25,,1,C3 plants,Sunflower. See text for leaf temp at measurement. Roughly 25 C.,Viil 2012,https://doi.org/10.1007/s11099-012-0026-6,"J. Viil and H. Ivanova, Specificity factor of Rubisco: estimation in intact leaves by carboxylation at different CO2/O2 ratios, Photosynthetica, June 2012, Volume 50, Issue 2, pp 247–253"
237,Skeletonema costatum,costatum_haslam,,,,,,,,72,2.2,,,,,,,,,,,,,,,,25,8.2,1,Diatoms,References Parry 1989 for S measurement,Haslam 2005,https://doi.org/10.1007/4-431-31014-2_19,"Haslam RP, Keys AJ, Andralojc PJ, Madgwick PJ, Andersson I, Grimsrud A Eilertsen HC, Parry MAJ. 2005. Specificity of diatom Rubisco. In: Omasa K, Nouchi I, De Kok LJ, eds. Plant Responses to Air Pollution and Global Change. Tokyo: Springer-Verlag, 157–164."
238,Sorghum bicolor,bicolor_savir,0,0,,30,0.3,5.4,0.12,70,1,,,,,,,,,,,,,,,,25,,1,C4 plants,,Savir 2010 (meta-analysis),20142476,"Savir, Yonatan, Elad Noor, Ron Milo, and Tsvi Tlusty. 2010. “Cross-Species Analysis Traces Adaptation of Rubisco toward Optimality in a Low-Dimensional Landscape.” Proceedings of the National Academy of Sciences of the United States of America 107 (8):3475–80."
239,Sorghum bicolor,bicolor_jordan83,1,0,False,29.8,0.3,,,70,1,,,,,,,,,,,,,,,,25,8.3,1,C4 plants,Table 1,Jordan 1983,https://doi.org/10.1016/0003-9861(83)90472-1,"Jordan DB, Ogren WL (1983) Species variation in kinetic properties of ribulose 1,5-bisphosphate carboxylase/oxygenase. Arch Biochem Biophys 227:425–433."
240,Setaria italica,italica_jordan83,1,0,False,32.1,0.2,,,58,2,,,,,,,,,,,,,,,,25,8.3,1,C4 plants,Table 1,Jordan 1983,https://doi.org/10.1016/0003-9861(83)90472-1,"Jordan DB, Ogren WL (1983) Species variation in kinetic properties of ribulose 1,5-bisphosphate carboxylase/oxygenase. Arch Biochem Biophys 227:425–433."
241,Plectonema boryanum,boryanum_jordan83,1,0,False,100,38,,,54,2,,,,,,,,,,,,,,,,25,8.3,1,Cyanobacteria,Table 1,Jordan 1983,https://doi.org/10.1016/0003-9861(83)90472-1,"Jordan DB, Ogren WL (1983) Species variation in kinetic properties of ribulose 1,5-bisphosphate carboxylase/oxygenase. Arch Biochem Biophys 227:425–433."
242,Aphanocapsa alpicola,alpicola_jordan83,1,0,False,80,22,,,48,1,,,,,,,,,,,,,,,,25,8.3,1,Cyanobacteria,Table 1,Jordan 1983,https://doi.org/10.1016/0003-9861(83)90472-1,"Jordan DB, Ogren WL (1983) Species variation in kinetic properties of ribulose 1,5-bisphosphate carboxylase/oxygenase. Arch Biochem Biophys 227:425–433."
243,Anacystis nidulans,nidulans_bainbridge,1,0,Unclear,,,7.2,0.15,46.3,0.9,,,,,,,,,,,,,,,,25,8,1,Cyanobacteria,"Methods not clear from paper, assumed pH 8 and T = 25 since the data are compared to papers for which that is the case.",Bainbridge 1995,https://doi.org/10.1093/jxb/46.special_issue.1272,"Bainbridge, G. et al. Engineering Rubisco to change its catalytic properties. J. Exp. Bot. 46, 1269–1276 (1995)."
244,Spinacia oleracea,oleracea_gubernator,1,0,Unclear,,,,,46,5,,,,,,,,,,,,,,,,25,8.2,1,C3 plants,Unclear what temperature this is at from the paper.,,,
245,Synechococcus sp. PCC 6301,6301_morrell,1,0,E. coli,284,25,11.6,0.678,43,1,,,,,,,,,,,,,,21,1.66,25,,1,Cyanobacteria,"Cites Andrews 1988 for kcat & KM methods, Kane 1994 for S measurement",Morell 1994,8132534,"Morell, M. K., Paul, K., O’Shea, N. J., Kane, H. J. & Andrews, T. J. Mutations of an active site threonyl residue promote beta elimination and other side reactions of the enediol intermediate of the ribulose bisphosphate carboxylase reaction. J. Biol. Chem. 269, 8091–8098 (1994)."
246,Synechococcus sp. PCC 6301,6301_kane,1,0,E. coli,,,11.6,0.678,42.5,1,,,,,,,,,,,,,,21,1.66,25,8.3,1,Cyanobacteria,CO2/O2 gas mix added in presence of bovine CA,Kane 1994,https://doi.org/10.1071/PP9940450,"Kane et al., 1994, An Improved Method for Measuring the CO 2 /O 2 Specificity of Ribulosebisphosphate Carboxylase-Oxygenase Australian journal of plant physiology 21(4):449-462"
247,Rhodospirillum rubrum,rubrum_andrews1985,1,0,E. coli,,,,,14,0.7,,,,,,,,,,,,,,,,25,8.52,2,Alphaproteobacteria,Figure 3,Andrews 1985,3921534,"Andrews TJ, Lorimer GH (1985) Catalytic properties of a hybrid between cyanobacterial large subunits and higher plant small subunits of ribulose bisphosphate carboxylase-oxygenase. J Biol Chem. Apr 25; 260(8):4632-6."
248,Rhodospirillum rubrum,rubrum_kane,1,0,E. coli,,,,,12.3,0.1,,,,,,,,,,,,,,,,25,8.3,2,Alphaproteobacteria,CO2/O2 gas mix added in presence of bovine CA,Kane 1994,https://doi.org/10.1071/PP9940449,"Kane et al., 1994, An Improved Method for Measuring the CO 2 /O 2 Specificity of Ribulosebisphosphate Carboxylase-Oxygenase Australian journal of plant physiology 21(4):449-461"
249,Rhodospirillum rubrum,rubrum_gutteridge,,0,,84,10,5.9,0.2,7.6,0.2374617377174642,,,,,,,,,,,,,,15,2,25,8.2,2,Alphaproteobacteria,Anaerobic assays,Gutteridge 1984,https://doi.org/10.1002/j.1460-2075.1984.tb02204.x,"Gutteridge S et al., A site-specific mutation within the active site of ribulose-1,5-bisphosphate carboxylase of Rhodospirillum rubrum. EMBO J. 1984 Dec 1; 3(12):2737-43."
250,Rhodospirillum rubrum,rubrum_morell,1,0,E. coli,67,9,7.3,0.3,,,,,,,,,,,,,,,,20,3,25,7.8,2,Alphaproteobacteria,,Morell 1990,https://doi.org/10.1016/0014-5793(90)80879-N,"Morell MK, Kane HJ, Andrews TJ (1990) Carboxylterminal deletion mutants of ribulosebisphosphate carboxylase from Rhodospirillum rubrum. FEBS Lett 265:41–45."
251,Acidithiobacillus ferrooxidans,ferrooxidans_FI_cajar,1,0,E. coli,81,7.12,6.8,0.397,,,,,,,,,,,,,,,,,,25,8,1,Gammaproteobacteria,"Uses a 2 pKa model, pK1 = 6.251 and pK2 = 10.329",Mueller-Cajar (personal),,Oliver Mueller-Cajar personal communication
252,Setaria viridis,viridis_boyd,,,,,,5.44,0.44,,,,,,,,,,,,,,,,,,25,7.7,1,C4 plants,CO2 measured directs only MIMS. Can calculate kcatO and KMs from the data here. kcatC is the only thing reported directly. ,Boyd 2015,26373659,"Boyd RA, Gandin A, Cousins AB. 2015. Temperature responses of C4 photosynthesis: biochemical analysis of rubisco, phosphoenolpyruvate carboxylase, and carbonic anhydrase in Setaria viridis. Plant Physiology 169, 1850–1861."
253,Rhodobacter sphaeroides I,rhodopseudomonas_sphaeroides_FI_cajar,1,0,E. coli,73,6.42,5.2,0.304,,,,,,,,,,,,,,,,,,25,8,1,Alphaproteobacteria,"Uses a 2 pKa model, pK1 = 6.251 and pK2 = 10.329. rhodobacter sphaeroides = rhodopseudomonas sphaeroides. ",Mueller-Cajar (personal),,Oliver Mueller-Cajar personal communication
254,Espeletia schultzii,schultzii_castrillo,,0,,25,2.2,,,,,,,,,,,,,,,,,,,,25,,1,Plant,"at 3,100m elevation. values at other temps here.",Castrillo 1995,https://doi.org/10.1007/BF00317283,"Castrillo M. 1995. Ribulose-1,5-bis-phosphate carboxylase activity 193–196."
255,Anabena variabilis,variabilis_badger,1,0,False,293,27,,,,,,,,,,,,,,,,,,21.4,1.3,25,8,1,Cyanobacteria,,Badger 1980,6772105,"Badger, M. R. (1980). Kinetic properties of ribulose 1,5-bisphosphate carboxylase/oxygenase from Anabaena variabilis. Arch. Biochem. Biophys. 201, 247–254."
256,Synechococcus sp. PCC7002,7002_gubernator,1,0,E. coli,,,,,,,,,,,,,,,,,,,,,,25,8.2,1,Cyanobacteria,Unclear what temperature this is at from the paper.,Gubernator 2008,17922215,"Gubernator, B., Bartoszewski, R., Kroliczewski, J., Wildner, G., and Szczepaniak, A. (2008). Ribulose-1,5-bisphosphate carboxylase/oxygenase from thermophilic cyanobacterium Thermosynechococcus elongatus. Photosynth. Res. 95, 101–109."
257,Synechococcus elongatus PCC 7942,7942_occhialini,1,0,True,172,64,14.4,0.4,43,4,585,38,1.14,0.619,3.91,1.22,0.32,0.0833,0.0478,0.286,0.00195,0.00108,0.00668,,,25,8.1,1,Cyanobacteria,Heterologously expressed in Tobacco. Also data in the paper where rbcX is co-expressed - about the same. ,Occhialini 2015,,"Occhialini, Alessandro, et al. “Transgenic Tobacco Plants with Improved Cyanobacterial Rubisco Expression but No Extra Assembly Factors Grow at near Wild-Type Rates If Provided with Elevated CO2.” The Plant Journal: For Cell and Molecular Biology, vol. 85, no. 1, Jan. 2016, pp. 148–60, doi:10.1111/tpj.13098."
258,Rhodospirillum rubrum,rubrum_S_jordan84,1,0,False,,,,,11.2,0.9089731250388439,,,,,,,,,,,,,,,,25,8.2,2,Alphaproteobacteria,Table 3,Jordan 1984,https://doi.org/10.1007/BF00398735,"Jordan DB, Ogren WL. 1984. The CO2/O2 specificity of ribulose 1,5-bisphosphate carboxylase/oxygenase. Dependence on ribulosebisphosphate concentration, pH and temperature. Planta 161, 308–313."
259,Synechococcus sp. PCC 6301,6301_green_a,1,0,E. coli,273,10,11.4,0.1,43.8,1.8,,,,,,,,,,,,,,63.9,4.5,25,8.3,1,Cyanobacteria,"S measured at pH 8.3, rest at 8",Greene 2007,17391103,"Greene, D. N., Whitney, S. M., and Matsumura, I. (2007). Artificially evolved Synechococcus PCC6301 Rubisco variants exhibit improvements in folding and catalytic efficiency. Biochem. J 404, 517–524."
260,Synechococcus sp. PCC 6301,6301_green_b,1,0,E. coli,284,25,11.6,0.678,43,1,,,,,,,,,,,,,,54,3,25,8.3,1,Cyanobacteria,"second row of table, S measured at pH 8.3, rest at 8",Greene 2007,17391103,"Greene, D. N., Whitney, S. M., and Matsumura, I. (2007). Artificially evolved Synechococcus PCC6301 Rubisco variants exhibit improvements in folding and catalytic efficiency. Biochem. J 404, 517–524."
261,Agriophyllum squarrosum,squarrosum_kin_orr,1,0,False,15.4,1.5,2.8,0.1,93.9,1.1,339,35,0.654,0.488,0.875,,,0.182,0.151,0.228,0.00194,0.0016,0.00243,,,25,8,1,C3 plants,"Points to Prins JExpB 2016 for methods. Extracted pH and pKa from there. S measured at pH 8.2, rest measured at 8.0. Not sure why. ",Orr 2016,27342312,"Orr, D. J., Alcântara, A., Kapralov, M. V., Andralojc, P. J., Carmo-Silva, E., and Parry, M. A. J. (2016). Surveying Rubisco Diversity and Temperature Response to Improve Crop Photosynthetic Efficiency. Plant Physiol. 172, 707–717."
262,Agrostis scabra,scabra_kin_orr,1,0,False,22,1.7,3.6,0.1,103,1.6,653,131,1.04,0.612,1.51,,,0.163,0.141,0.194,0.00158,0.00136,0.00188,,,25,8,1,C3 plants,"Points to Prins JExpB 2016 for methods. Extracted pH and pKa from there. S measured at pH 8.2, rest measured at 8.0. Not sure why. ",Orr 2016,27342312,"Orr, D. J., Alcântara, A., Kapralov, M. V., Andralojc, P. J., Carmo-Silva, E., and Parry, M. A. J. (2016). Surveying Rubisco Diversity and Temperature Response to Improve Crop Photosynthetic Efficiency. Plant Physiol. 172, 707–717."
263,Agrostis stolonifera,stolonifera_kin_orr,1,0,False,25.3,1.5,5.2,0.1,105,1.4,802,138,1.57,1.02,2.17,,,0.205,0.183,0.234,0.00196,0.00174,0.00224,,,25,8,1,C3 plants,"Points to Prins JExpB 2016 for methods. Extracted pH and pKa from there. S measured at pH 8.2, rest measured at 8.0. Not sure why. ",Orr 2016,27342312,"Orr, D. J., Alcântara, A., Kapralov, M. V., Andralojc, P. J., Carmo-Silva, E., and Parry, M. A. J. (2016). Surveying Rubisco Diversity and Temperature Response to Improve Crop Photosynthetic Efficiency. Plant Physiol. 172, 707–717."
264,Amphicarpaea bracteata,bracteata_kin_orr,1,0,False,29,2.1,4,0.1,97.5,2.2,693,121,0.977,0.627,1.37,,,0.138,0.12,0.162,0.00141,0.00122,0.00167,,,25,8,1,C3 plants,"Points to Prins JExpB 2016 for methods. Extracted pH and pKa from there. S measured at pH 8.2, rest measured at 8.0. Not sure why. ",Orr 2016,27342312,"Orr, D. J., Alcântara, A., Kapralov, M. V., Andralojc, P. J., Carmo-Silva, E., and Parry, M. A. J. (2016). Surveying Rubisco Diversity and Temperature Response to Improve Crop Photosynthetic Efficiency. Plant Physiol. 172, 707–717."
265,Arctagrostis latifolia,latifolia_kin_orr,1,0,False,21,1.1,5.8,0.1,105,1.4,497,55,1.31,1.01,1.66,,,0.276,0.249,0.31,0.00264,0.00237,0.00296,,,25,8,1,C3 plants,"Points to Prins JExpB 2016 for methods. Extracted pH and pKa from there. S measured at pH 8.2, rest measured at 8.0. Not sure why. ",Orr 2016,27342312,"Orr, D. J., Alcântara, A., Kapralov, M. V., Andralojc, P. J., Carmo-Silva, E., and Parry, M. A. J. (2016). Surveying Rubisco Diversity and Temperature Response to Improve Crop Photosynthetic Efficiency. Plant Physiol. 172, 707–717."
266,Artemisia myriantha,myriantha_kin_orr,1,0,False,26.4,1.3,3.1,0.1,110,1.7,844,124,0.905,0.634,1.2,,,0.117,0.105,0.132,0.00107,0.000952,0.00121,,,25,8,1,C3 plants,"Points to Prins JExpB 2016 for methods. Extracted pH and pKa from there. S measured at pH 8.2, rest measured at 8.0. Not sure why. ",Orr 2016,27342312,"Orr, D. J., Alcântara, A., Kapralov, M. V., Andralojc, P. J., Carmo-Silva, E., and Parry, M. A. J. (2016). Surveying Rubisco Diversity and Temperature Response to Improve Crop Photosynthetic Efficiency. Plant Physiol. 172, 707–717."
267,Artemisia vulgaris L.,atermisia_vulgaris_L_kin_orr,1,0,False,31.9,4.3,3.9,0.2,105,2.6,626,88,0.734,0.477,1.09,,,0.123,0.0937,0.169,0.00117,0.00089,0.00162,,,25,8,1,C3 plants,"Points to Prins JExpB 2016 for methods. Extracted pH and pKa from there. S measured at pH 8.2, rest measured at 8.0. Not sure why. ",Orr 2016,27342312,"Orr, D. J., Alcântara, A., Kapralov, M. V., Andralojc, P. J., Carmo-Silva, E., and Parry, M. A. J. (2016). Surveying Rubisco Diversity and Temperature Response to Improve Crop Photosynthetic Efficiency. Plant Physiol. 172, 707–717."
268,Avena sativa,avena_sativa_S_hermida_carrera,1,0,False,10.8,0.9,2.3,0.3,99.9,3,,,,,,,,,,,,,,,,25,8.2,1,C3 plants,"KC and kcat at pH 8, S and pH 8.2",Hermida-Carrera 2016,27329223,"Hermida-Carrera C, Kapralov MV, Galmes J. 2016. Rubisco catalytic properties and temperature response in crops. Plant Physiology, doi: 10.1104/pp.16.01846."
269,Beta vulgaris,beta_vulgaris_S_hermida_carrera,1,0,False,10.8,1.2,2,0.3,101,2,,,,,,,,,,,,,,,,25,8.2,1,C3 plants,"KC and kcat at pH 8, S and pH 8.2",Hermida-Carrera 2016,27329223,"Hermida-Carrera C, Kapralov MV, Galmes J. 2016. Rubisco catalytic properties and temperature response in crops. Plant Physiology, doi: 10.1104/pp.16.01846."
270,Beta vulgarisssp.vulgaris,vulgaris_vulgaris_kin_orr,1,0,False,17,0.9,3.8,0.1,97.8,1.8,401,41,0.916,0.711,1.15,,,0.224,0.2,0.252,0.00229,0.00204,0.00259,,,25,8,1,C3 plants,"Points to Prins JExpB 2016 for methods. Extracted pH and pKa from there. S measured at pH 8.2, rest measured at 8.0. Not sure why. ",Orr 2016,27342312,"Orr, D. J., Alcântara, A., Kapralov, M. V., Andralojc, P. J., Carmo-Silva, E., and Parry, M. A. J. (2016). Surveying Rubisco Diversity and Temperature Response to Improve Crop Photosynthetic Efficiency. Plant Physiol. 172, 707–717."
271,Brassica oleracea,brassica_oleracea_S_hermida_carrera,1,0,False,11.8,0.1,2.1,0.3,96.2,1.3,,,,,,,,,,,,,,,,25,8.2,1,C3 plants,"KC and kcat at pH 8, S and pH 8.2",Hermida-Carrera 2016,27329223,"Hermida-Carrera C, Kapralov MV, Galmes J. 2016. Rubisco catalytic properties and temperature response in crops. Plant Physiology, doi: 10.1104/pp.16.01846."
272,Bromus anomalus,anomalus_kin_orr,1,0,False,16.9,3.1,2.9,0.2,101,3.2,494,206,0.827,0.155,1.77,,,0.171,0.122,0.275,0.00169,0.00119,0.00273,,,25,8,1,C3 plants,"Points to Prins JExpB 2016 for methods. Extracted pH and pKa from there. S measured at pH 8.2, rest measured at 8.0. Not sure why. ",Orr 2016,27342312,"Orr, D. J., Alcântara, A., Kapralov, M. V., Andralojc, P. J., Carmo-Silva, E., and Parry, M. A. J. (2016). Surveying Rubisco Diversity and Temperature Response to Improve Crop Photosynthetic Efficiency. Plant Physiol. 172, 707–717."
273,Calamagrostis arundinacea,arundinacea_kin_orr,1,0,False,22.7,1.3,4.1,0.1,104,1.6,614,84,1.07,0.763,1.4,,,0.181,0.161,0.205,0.00174,0.00155,0.00198,,,25,8,1,C3 plants,"Points to Prins JExpB 2016 for methods. Extracted pH and pKa from there. S measured at pH 8.2, rest measured at 8.0. Not sure why. ",Orr 2016,27342312,"Orr, D. J., Alcântara, A., Kapralov, M. V., Andralojc, P. J., Carmo-Silva, E., and Parry, M. A. J. (2016). Surveying Rubisco Diversity and Temperature Response to Improve Crop Photosynthetic Efficiency. Plant Physiol. 172, 707–717."
274,Calamagrostis canescens,cal_canescens_kin_orr,1,0,False,15.2,2.2,2.5,0.1,98.5,2.6,594,226,0.999,0.252,1.92,,,0.165,0.127,0.231,0.00167,0.00128,0.00236,,,25,8,1,C3 plants,"Points to Prins JExpB 2016 for methods. Extracted pH and pKa from there. S measured at pH 8.2, rest measured at 8.0. Not sure why. ",Orr 2016,27342312,"Orr, D. J., Alcântara, A., Kapralov, M. V., Andralojc, P. J., Carmo-Silva, E., and Parry, M. A. J. (2016). Surveying Rubisco Diversity and Temperature Response to Improve Crop Photosynthetic Efficiency. Plant Physiol. 172, 707–717."
275,Calamagrostis foliosa,foliosa_kin_orr,1,0,False,20.9,1.1,3.5,0.1,105,1.4,330,26,0.527,0.431,0.639,,,0.167,0.149,0.189,0.0016,0.00142,0.00181,,,25,8,1,C3 plants,"Points to Prins JExpB 2016 for methods. Extracted pH and pKa from there. S measured at pH 8.2, rest measured at 8.0. Not sure why. ",Orr 2016,27342312,"Orr, D. J., Alcântara, A., Kapralov, M. V., Andralojc, P. J., Carmo-Silva, E., and Parry, M. A. J. (2016). Surveying Rubisco Diversity and Temperature Response to Improve Crop Photosynthetic Efficiency. Plant Physiol. 172, 707–717."
276,Calamagrostis inexpansa,inexpansa_kin_orr,1,0,False,18.8,1.7,3.3,0.1,111,1.3,608,139,0.961,0.518,1.48,,,0.176,0.148,0.215,0.00159,0.00133,0.00195,,,25,8,1,C3 plants,"Points to Prins JExpB 2016 for methods. Extracted pH and pKa from there. S measured at pH 8.2, rest measured at 8.0. Not sure why. ",Orr 2016,27342312,"Orr, D. J., Alcântara, A., Kapralov, M. V., Andralojc, P. J., Carmo-Silva, E., and Parry, M. A. J. (2016). Surveying Rubisco Diversity and Temperature Response to Improve Crop Photosynthetic Efficiency. Plant Physiol. 172, 707–717."
277,Calamagrostis nutkaensis,nutkaensis_kin_orr,1,0,False,20.1,2.8,3.1,0.1,109,1.2,601,205,0.849,0.284,1.58,,,0.154,0.12,0.215,0.00141,0.0011,0.00198,,,25,8,1,C3 plants,"Points to Prins JExpB 2016 for methods. Extracted pH and pKa from there. S measured at pH 8.2, rest measured at 8.0. Not sure why. ",Orr 2016,27342312,"Orr, D. J., Alcântara, A., Kapralov, M. V., Andralojc, P. J., Carmo-Silva, E., and Parry, M. A. J. (2016). Surveying Rubisco Diversity and Temperature Response to Improve Crop Photosynthetic Efficiency. Plant Physiol. 172, 707–717."
278,Capsicum annuum,annuum_S_hermida_carrera,1,0,False,9.6,0.3,1.9,0.1,96,4.5,,,,,,,,,,,,,,,,25,8.2,1,C3 plants,"KC and kcat at pH 8, S and pH 8.2",Hermida-Carrera 2016,27329223,"Hermida-Carrera C, Kapralov MV, Galmes J. 2016. Rubisco catalytic properties and temperature response in crops. Plant Physiology, doi: 10.1104/pp.16.01846."
279,Chenopodium murale,murale_kin_orr,1,0,False,23.8,3.1,4.4,0.2,109,0.8,354,53,0.596,0.392,0.897,,,0.185,0.144,0.25,0.0017,0.00132,0.0023,,,25,8,1,C3 plants,"Points to Prins JExpB 2016 for methods. Extracted pH and pKa from there. S measured at pH 8.2, rest measured at 8.0. Not sure why. ",Orr 2016,27342312,"Orr, D. J., Alcântara, A., Kapralov, M. V., Andralojc, P. J., Carmo-Silva, E., and Parry, M. A. J. (2016). Surveying Rubisco Diversity and Temperature Response to Improve Crop Photosynthetic Efficiency. Plant Physiol. 172, 707–717."
280,Chenopodium petiolare,petiolare_kin_orr,1,0,False,25.6,2,4.4,0.1,98.5,2.6,589,101,1.03,0.662,1.46,,,0.172,0.148,0.204,0.00174,0.00148,0.00209,,,25,8,1,C3 plants,"Points to Prins JExpB 2016 for methods. Extracted pH and pKa from there. S measured at pH 8.2, rest measured at 8.0. Not sure why. ",Orr 2016,27342312,"Orr, D. J., Alcântara, A., Kapralov, M. V., Andralojc, P. J., Carmo-Silva, E., and Parry, M. A. J. (2016). Surveying Rubisco Diversity and Temperature Response to Improve Crop Photosynthetic Efficiency. Plant Physiol. 172, 707–717."
